ID,WF,Time,NWP1_00h_D-2_U,NWP1_00h_D-2_V,NWP1_00h_D-2_T,NWP1_06h_D-2_U,NWP1_06h_D-2_V,NWP1_06h_D-2_T,NWP1_12h_D-2_U,NWP1_12h_D-2_V,NWP1_12h_D-2_T,NWP1_18h_D-2_U,NWP1_18h_D-2_V,NWP1_18h_D-2_T,NWP1_00h_D-1_U,NWP1_00h_D-1_V,NWP1_00h_D-1_T,NWP1_06h_D-1_U,NWP1_06h_D-1_V,NWP1_06h_D-1_T,NWP1_12h_D-1_U,NWP1_12h_D-1_V,NWP1_12h_D-1_T,NWP1_18h_D-1_U,NWP1_18h_D-1_V,NWP1_18h_D-1_T,NWP1_00h_D_U,NWP1_00h_D_V,NWP1_00h_D_T,NWP1_06h_D_U,NWP1_06h_D_V,NWP1_06h_D_T,NWP1_12h_D_U,NWP1_12h_D_V,NWP1_12h_D_T,NWP1_18h_D_U,NWP1_18h_D_V,NWP1_18h_D_T,NWP2_00h_D-2_U,NWP2_00h_D-2_V,NWP2_12h_D-2_U,NWP2_12h_D-2_V,NWP2_00h_D-1_U,NWP2_00h_D-1_V,NWP2_12h_D-1_U,NWP2_12h_D-1_V,NWP2_00h_D_U,NWP2_00h_D_V,NWP2_12h_D_U,NWP2_12h_D_V,NWP3_00h_D-2_U,NWP3_00h_D-2_V,NWP3_00h_D-2_T,NWP3_06h_D-2_U,NWP3_06h_D-2_V,NWP3_06h_D-2_T,NWP3_12h_D-2_U,NWP3_12h_D-2_V,NWP3_12h_D-2_T,NWP3_18h_D-2_U,NWP3_18h_D-2_V,NWP3_18h_D-2_T,NWP3_00h_D-1_U,NWP3_00h_D-1_V,NWP3_00h_D-1_T,NWP3_06h_D-1_U,NWP3_06h_D-1_V,NWP3_06h_D-1_T,NWP3_12h_D-1_U,NWP3_12h_D-1_V,NWP3_12h_D-1_T,NWP3_18h_D-1_U,NWP3_18h_D-1_V,NWP3_18h_D-1_T,NWP3_00h_D_U,NWP3_00h_D_V,NWP3_00h_D_T,NWP3_06h_D_U,NWP3_06h_D_V,NWP3_06h_D_T,NWP3_12h_D_U,NWP3_12h_D_V,NWP3_12h_D_T,NWP3_18h_D_U,NWP3_18h_D_V,NWP3_18h_D_T,NWP4_00h_D-2_U,NWP4_00h_D-2_V,NWP4_00h_D-2_CLCT,NWP4_12h_D-2_U,NWP4_12h_D-2_V,NWP4_12h_D-2_CLCT,NWP4_00h_D-1_U,NWP4_00h_D-1_V,NWP4_00h_D-1_CLCT,NWP4_12h_D-1_U,NWP4_12h_D-1_V,NWP4_12h_D-1_CLCT,NWP4_00h_D_U,NWP4_00h_D_V,NWP4_00h_D_CLCT,NWP4_12h_D_U,NWP4_12h_D_V,NWP4_12h_D_CLCT,NWP1_U,NWP1_V,NWP1_T,NWP2_U,NWP2_V,NWP3_U,NWP3_V,NWP3_T,NWP4_U,NWP4_V,NWP4_CLCT
5688,WF1,2018-12-24 01:00:00,6.125,-9.11,285.0,6.664,-9.75,286.2,5.08,-10.72,283.0,7.746,-9.31,285.8,4.918,-7.19,283.5,5.824,-8.37,283.8,5.035,-6.152,283.2,4.523,-5.473,283.8,0.9136,-10.44,284.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76,-2.076,100.0,2.748,-2.836,41.44,2.596,-2.055,29.55,2.611,-1.471,0.1282,,,,0.91357421875,-10.4375,284.5,,,,,,2.611328125,-1.470703125,0.128173828125
5689,WF1,2018-12-24 02:00:00,7.758,-10.28,284.5,6.176,-9.445,285.8,5.53,-10.69,283.5,7.855,-10.21,285.8,6.016,-8.086,283.2,5.62,-8.79,283.8,4.82,-7.91,283.2,4.574,-6.36,283.5,2.28,-10.766,284.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53,-2.117,89.7,3.092,-2.777,0.5435,2.854,-2.104,1.445,2.955,-1.537,-1.97e-05,,,,2.279296875,-10.765625,284.5,,,,,,2.955078125,-1.537109375,-1.9729137420654297e-05
5690,WF1,2018-12-24 03:00:00,7.746,-12.0,285.2,5.848,-9.53,285.2,5.42,-10.0,284.2,7.586,-10.21,286.0,5.79,-8.95,283.8,5.63,-9.69,283.8,5.465,-9.27,283.5,4.918,-7.39,283.2,3.303,-9.2,284.8,,,,,,,,,,5.492,-7.887,4.965,-7.87,5.75,-7.312,5.28,-7.33,4.74,-8.016,,,5.457,-8.945,285.5,5.16,-8.2,285.5,5.094,-8.266,285.5,5.17,-8.03,285.2,5.355,-7.8,285.2,5.277,-8.09,285.5,5.336,-7.27,285.0,5.68,-7.586,285.0,5.22,-7.3,285.2,,,,,,,,,,,,,3.496,-2.299,79.4,3.098,-3.027,0.3328,2.904,-2.277,-5.1e-06,3.328,-1.911,-1.97e-05,,,,3.302734375,-9.203125,284.75,4.73828125,-8.015625,5.21875,-7.30078125,285.25,3.328125,-1.9111328125,-1.9729137420654297e-05
5691,WF1,2018-12-24 04:00:00,7.3,-10.99,284.8,4.25,-11.23,285.5,3.855,-11.21,284.5,5.69,-9.58,285.2,5.117,-10.31,283.8,5.98,-9.99,283.5,5.523,-10.08,284.2,5.207,-9.5,282.8,5.145,-8.56,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.578,-2.58,47.12,3.38,-3.312,-4.23e-06,2.883,-2.348,-5.1e-06,3.768,-1.949,-1.97e-05,,,,5.14453125,-8.5625,284.0,,,,,,3.767578125,-1.94921875,-1.9729137420654297e-05
5692,WF1,2018-12-24 05:00:00,6.06,-10.93,285.0,3.64,-12.22,286.2,3.326,-12.1,285.5,4.15,-10.47,285.0,5.645,-9.99,283.0,6.89,-10.555,283.2,4.86,-10.5,284.0,5.03,-11.07,282.8,5.918,-8.35,283.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.562,-2.916,-9.83e-06,3.096,-3.809,-4.23e-06,2.639,-2.717,-5.1e-06,3.893,-2.697,-1.97e-05,,,,5.91796875,-8.3515625,283.75,,,,,,3.892578125,-2.697265625,-1.9729137420654297e-05
5693,WF1,2018-12-24 06:00:00,5.535,-11.02,285.2,4.492,-13.336,286.2,4.41,-13.03,286.5,4.363,-11.42,285.8,6.938,-6.47,282.8,7.336,-11.375,283.5,3.748,-11.26,285.0,5.59,-12.09,284.2,4.527,-9.64,283.8,5.23,-7.383,283.5,,,,,,,3.936,-10.03,5.547,-9.59,5.473,-9.49,5.707,-8.55,4.992,-10.5,,,5.22,-9.414,285.2,4.914,-9.07,285.2,5.164,-8.96,285.2,5.27,-8.97,285.2,6.21,-8.984,285.2,6.387,-9.29,285.5,6.25,-9.35,285.2,6.28,-10.06,285.2,6.016,-9.49,285.2,5.78,-7.81,284.8,,,,,,,,,,3.559,-4.184,-9.83e-06,3.59,-4.082,-4.23e-06,2.477,-3.68,-5.1e-06,3.748,-3.145,-1.97e-05,,,,5.23046875,-7.3828125,283.5,4.9921875,-10.5,5.78125,-7.80859375,284.75,3.748046875,-3.14453125,-1.9729137420654297e-05
5694,WF1,2018-12-24 07:00:00,5.504,-12.01,285.8,5.223,-13.13,286.5,6.3,-12.65,286.5,5.098,-11.75,286.2,7.19,-7.418,282.8,7.695,-11.7,284.8,3.906,-12.45,286.0,6.227,-12.414,285.5,4.316,-11.37,285.0,5.08,-7.992,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.266,-4.71,-9.83e-06,3.965,-4.34,1.948,3.016,-4.098,-5.1e-06,4.043,-3.855,-1.97e-05,,,,5.078125,-7.9921875,284.0,,,,,,4.04296875,-3.85546875,-1.9729137420654297e-05
5695,WF1,2018-12-24 08:00:00,6.062,-12.625,285.8,5.832,-12.77,286.2,7.387,-12.95,286.8,5.863,-11.97,286.2,7.004,-11.11,282.5,7.03,-11.64,285.2,4.723,-13.04,286.5,7.062,-13.414,286.0,5.395,-13.33,286.0,4.56,-9.62,284.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.125,-4.156,-9.83e-06,4.758,-3.844,-4.23e-06,4.086,-4.07,-5.1e-06,4.83,-4.34,-1.97e-05,,,,4.55859375,-9.6171875,284.25,,,,,,4.828125,-4.33984375,-1.9729137420654297e-05
5696,WF1,2018-12-24 09:00:00,6.69,-13.55,286.5,5.938,-13.56,286.8,7.68,-13.11,287.0,6.47,-12.6,286.8,7.652,-12.32,285.2,7.277,-12.766,285.2,6.26,-13.48,286.8,8.59,-13.66,286.5,7.46,-13.34,286.8,5.0,-12.31,285.8,,,,,,,5.312,-10.46,5.582,-10.84,7.23,-9.945,6.492,-10.87,7.31,-11.375,,,5.473,-10.67,286.2,5.387,-9.65,286.0,5.65,-11.0,286.5,5.793,-11.78,286.8,6.707,-11.25,286.8,6.61,-11.39,286.5,6.625,-11.89,286.8,6.55,-12.41,286.5,6.312,-12.3,286.5,6.137,-12.35,286.5,,,,,,,,,,5.68,-3.64,-9.83e-06,5.457,-3.816,-4.23e-06,5.0,-4.457,-5.1e-06,4.89,-5.93,-1.97e-05,,,,5.0,-12.3125,285.75,7.30859375,-11.375,6.13671875,-12.3515625,286.5,4.890625,-5.9296875,-1.9729137420654297e-05
5697,WF1,2018-12-24 10:00:00,6.93,-14.195,287.2,6.074,-14.0,287.5,7.234,-13.445,287.2,6.277,-13.875,287.5,6.453,-11.05,286.0,7.293,-12.57,286.2,8.21,-12.28,287.0,9.75,-11.29,286.8,9.06,-12.26,287.5,6.977,-13.336,287.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.258,-4.797,-9.83e-06,4.977,-4.97,2.225,4.76,-5.613,-5.1e-06,4.746,-7.277,-1.97e-05,,,,6.9765625,-13.3359375,287.5,,,,,,4.74609375,-7.27734375,-1.9729137420654297e-05
5698,WF1,2018-12-24 11:00:00,7.01,-14.805,288.0,6.707,-14.1,288.2,7.39,-13.28,287.8,5.805,-14.34,288.0,6.562,-10.56,286.8,7.62,-12.06,287.0,8.64,-10.555,287.0,10.67,-9.414,287.0,8.695,-11.18,287.0,7.348,-12.83,287.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.777,-4.97,-9.83e-06,4.164,-6.844,0.02289,5.22,-5.086,-5.1e-06,5.363,-6.93,-1.97e-05,,,,7.34765625,-12.828125,287.75,,,,,,5.36328125,-6.9296875,-1.9729137420654297e-05
5699,WF1,2018-12-24 12:00:00,7.223,-15.15,288.5,6.95,-14.65,288.5,6.84,-13.18,288.0,6.004,-13.82,288.2,5.92,-11.445,287.8,7.535,-11.41,287.2,9.13,-10.41,287.2,10.19,-9.42,287.2,8.84,-10.234,287.2,7.19,-13.3,287.8,7.547,-12.15,288.2,,,,6.31,-11.45,6.223,-9.625,7.293,-9.33,7.07,-10.2,7.453,-10.164,8.35,-9.29,5.176,-12.64,289.5,5.41,-11.33,289.5,5.54,-12.83,289.0,5.867,-13.266,288.8,6.47,-13.38,288.5,6.72,-13.695,288.2,6.598,-13.58,288.5,6.414,-14.42,288.8,5.92,-14.56,289.0,6.35,-14.45,288.8,7.227,-13.5,289.0,,,,,,,5.34,-5.1,-9.83e-06,3.89,-7.156,-4.23e-06,5.863,-5.137,-5.1e-06,5.555,-6.56,-1.97e-05,4.926,-7.074,-1.24e-05,7.546875,-12.1484375,288.25,8.3515625,-9.2890625,7.2265625,-13.5,289.0,4.92578125,-7.07421875,-1.239776611328125e-05
5700,WF1,2018-12-24 13:00:00,,,,6.445,-14.914,288.8,6.082,-13.695,288.2,5.605,-14.03,288.2,5.05,-12.12,288.2,7.258,-10.77,287.8,8.164,-9.91,288.0,8.555,-11.32,288.0,8.81,-9.445,287.8,7.105,-14.36,287.8,6.535,-13.32,288.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35,-7.28,-4.23e-06,5.723,-5.785,-5.1e-06,5.992,-5.223,-1.97e-05,4.527,-6.945,-1.24e-05,6.53515625,-13.3203125,288.5,,,,,,4.52734375,-6.9453125,-1.239776611328125e-05
5701,WF1,2018-12-24 14:00:00,,,,6.465,-15.89,288.5,6.355,-14.484,288.0,5.6,-14.016,288.2,5.19,-12.555,287.8,7.555,-9.055,287.8,6.45,-10.65,288.2,6.965,-13.67,288.8,7.836,-10.42,288.2,7.35,-14.8,287.8,5.668,-14.7,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.484,-6.508,0.01831,4.016,-6.883,-5.1e-06,4.023,-6.23,2.363,3.535,-7.773,-1.24e-05,5.66796875,-14.703125,288.0,,,,,,3.53515625,-7.7734375,-1.239776611328125e-05
5702,WF1,2018-12-24 15:00:00,,,,7.117,-16.19,288.2,6.184,-15.2,287.8,6.0,-14.82,287.8,6.31,-13.016,287.5,6.598,-9.95,287.8,5.805,-12.93,288.2,6.93,-15.55,288.2,6.773,-12.305,288.2,7.145,-14.87,287.5,4.996,-15.93,287.8,,,,,,6.57,-7.625,5.316,-9.93,5.055,-11.74,5.25,-12.16,5.164,-11.414,,,,5.41,-13.64,289.8,6.16,-13.43,288.8,6.105,-14.44,288.8,6.297,-13.78,288.5,6.09,-14.06,288.5,6.168,-14.6,288.8,5.984,-14.55,289.2,5.812,-14.7,289.5,5.613,-15.4,289.2,5.984,-14.46,289.2,,,,,,,,,,3.28,-7.46,0.804,2.35,-6.984,12.4,2.615,-7.055,0.2502,4.188,-7.45,-1.24e-05,4.99609375,-15.9296875,287.75,5.1640625,-11.4140625,5.984375,-14.4609375,289.25,4.1875,-7.44921875,-1.239776611328125e-05
5703,WF1,2018-12-24 16:00:00,,,,7.684,-16.02,287.8,7.316,-13.984,287.2,6.535,-14.96,287.2,5.824,-12.43,287.2,6.87,-11.26,287.2,6.746,-13.32,287.5,6.727,-15.234,287.5,7.2,-13.64,287.8,7.67,-15.086,287.0,6.316,-15.64,287.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.732,-7.3,99.94,2.445,-7.53,3.494,3.432,-6.94,71.0,4.156,-7.92,-1.24e-05,6.31640625,-15.640625,287.25,,,,,,4.15625,-7.921875,-1.239776611328125e-05
5704,WF1,2018-12-24 17:00:00,,,,8.4,-14.43,287.2,7.707,-12.305,286.5,7.34,-13.48,286.8,6.133,-12.695,286.5,6.75,-12.945,286.5,7.742,-13.06,287.0,6.645,-14.43,286.8,6.91,-14.875,287.0,6.887,-15.375,286.5,6.176,-15.336,286.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.178,-7.203,59.0,3.037,-8.27,6.266,3.693,-9.0,-1.97e-05,3.898,-9.32,12.46,6.17578125,-15.3359375,286.5,,,,,,3.8984375,-9.3203125,12.4609375
5705,WF1,2018-12-24 18:00:00,,,,9.33,-13.08,286.8,8.25,-12.44,286.2,8.33,-12.23,286.0,6.355,-13.81,286.0,6.87,-15.695,286.0,7.16,-13.32,286.5,7.254,-14.09,286.0,5.883,-16.22,286.5,6.67,-15.43,286.0,5.605,-15.97,286.0,5.066,-15.445,286.2,,,5.18,-11.19,4.574,-11.96,4.94,-12.516,5.04,-12.086,4.344,-13.15,,,,5.664,-15.24,288.2,7.492,-15.28,287.5,7.68,-15.875,287.2,6.285,-15.28,287.2,6.297,-15.81,287.0,6.23,-15.98,287.0,5.6,-16.78,286.8,5.742,-16.95,287.0,5.297,-16.94,287.0,5.906,-16.81,287.0,5.324,-16.5,286.5,,,,,,,3.6,-7.78,100.0,3.61,-8.484,4.875,4.098,-9.3,1.139,4.13,-9.734,90.56,5.06640625,-15.4453125,286.25,4.34375,-13.1484375,5.32421875,-16.5,286.5,4.12890625,-9.734375,90.5625
5706,WF1,2018-12-24 19:00:00,,,,,,,8.85,-12.43,286.0,8.586,-12.83,285.8,6.273,-14.516,285.8,5.707,-17.72,285.5,6.14,-14.766,285.5,6.504,-14.98,285.2,5.953,-16.77,285.5,6.74,-15.59,286.0,5.586,-16.5,286.0,5.59,-16.2,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18,-8.91,100.0,4.734,-9.06,2.732,4.848,-8.71,34.72,4.875,-9.09,32.28,5.58984375,-16.203125,286.0,,,,,,4.875,-9.09375,32.28125
5707,WF1,2018-12-24 20:00:00,,,,,,,8.27,-13.45,285.8,7.8,-13.59,285.8,5.633,-14.89,285.8,4.477,-17.81,284.8,5.32,-16.08,285.0,4.355,-16.05,284.8,5.246,-17.92,285.2,5.527,-15.41,286.0,5.24,-17.42,285.2,5.62,-16.69,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.74,-9.336,100.0,4.48,-9.39,5.316,3.592,-9.16,47.03,4.504,-9.32,54.6,5.62109375,-16.6875,285.0,,,,,,4.50390625,-9.3203125,54.59375
5708,WF1,2018-12-24 21:00:00,,,,,,,7.203,-13.87,286.0,6.617,-13.68,285.8,5.883,-14.875,285.5,5.004,-17.62,284.2,3.605,-16.69,284.5,4.11,-15.266,284.2,5.258,-17.36,284.5,4.953,-15.12,285.5,3.846,-18.62,284.5,4.98,-16.9,284.5,,,5.098,-13.3,3.973,-13.83,3.668,-14.08,4.02,-14.13,4.414,-14.92,,,,,,,7.785,-13.625,286.0,7.863,-14.78,286.0,6.344,-14.38,286.5,6.44,-15.61,286.0,6.56,-16.4,286.0,6.926,-16.83,285.0,6.363,-16.27,285.5,6.484,-15.695,285.5,6.293,-15.9,285.0,6.152,-15.75,284.5,,,,,,,4.227,-9.33,13.875,4.19,-10.445,20.67,4.297,-9.29,0.1724,4.85,-9.484,99.7,4.98046875,-16.90625,284.5,4.4140625,-14.921875,6.15234375,-15.75,284.5,4.8515625,-9.484375,99.6875
5709,WF1,2018-12-24 22:00:00,,,,,,,7.01,-13.56,286.0,7.113,-12.875,285.5,6.41,-15.375,285.0,5.543,-17.58,283.5,4.41,-15.72,284.0,3.967,-14.3,283.8,5.438,-15.695,284.0,4.61,-14.195,284.8,4.19,-17.45,283.8,5.03,-15.54,283.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,-9.914,5.84,3.953,-9.78,15.414,3.947,-9.336,8.25,4.254,-9.58,100.0,5.03125,-15.5390625,283.75,,,,,,4.25390625,-9.578125,100.0
5710,WF1,2018-12-24 23:00:00,,,,,,,7.324,-13.51,285.8,6.004,-13.31,285.2,6.293,-16.1,284.5,7.484,-19.19,283.0,7.797,-16.02,283.5,5.36,-14.57,283.5,6.832,-15.18,283.5,5.348,-13.445,284.2,5.91,-16.12,283.0,6.1,-15.44,283.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.105,-9.37,49.5,5.008,-8.54,100.0,4.98,-8.05,97.94,4.758,-9.055,100.0,6.1015625,-15.4375,283.25,,,,,,4.7578125,-9.0546875,100.0
5711,WF1,2018-12-25 00:00:00,6.43,-15.95,284.0,4.7,-18.31,282.5,5.17,-15.305,283.2,2.748,-12.59,283.0,4.117,-13.97,283.0,6.09,-13.29,283.8,2.803,-12.8,282.8,3.238,-13.55,282.8,2.588,-13.766,282.5,,,,,,,,,,4.06,-13.32,4.008,-12.89,3.04,-12.52,3.484,-13.67,3.701,-14.43,,,6.547,-14.6,285.0,4.81,-14.29,283.2,4.8,-14.54,282.5,2.172,-11.77,282.0,3.293,-12.234,282.5,2.598,-11.75,282.8,2.2,-12.1,282.5,2.34,-12.58,282.2,3.17,-10.68,282.5,,,,,,,,,,4.117,-7.992,100.0,5.773,-9.0,100.0,5.336,-7.47,100.0,4.395,-8.55,23.47,3.549,-9.055,23.42,,,,2.587890625,-13.765625,282.5,3.701171875,-14.4296875,3.169921875,-10.6796875,282.5,3.548828125,-9.0546875,23.421875
5712,WF1,2018-12-25 01:00:00,4.35,-15.01,283.0,2.258,-15.336,282.0,3.355,-14.32,282.5,1.888,-12.33,282.5,1.004,-11.94,282.5,2.475,-12.28,283.0,2.17,-11.99,282.2,2.072,-12.94,282.2,2.033,-13.0,282.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.438,-9.734,100.0,2.365,-7.594,100.0,2.37,-8.57,61.88,2.922,-8.945,100.0,,,,2.033203125,-13.0,282.25,,,,,,2.921875,-8.9453125,100.0
5713,WF1,2018-12-25 02:00:00,2.281,-12.53,282.2,0.483,-14.33,281.8,0.446,-11.78,282.0,0.2563,-11.516,282.0,0.1658,-9.0,282.2,2.186,-11.3,282.5,0.558,-10.38,281.8,-0.1692,-11.555,281.8,0.0414,-11.43,281.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17,-8.875,74.06,2.783,-7.98,100.0,2.025,-8.27,100.0,2.47,-9.26,100.0,,,,0.041412353515625,-11.4296875,281.75,,,,,,2.470703125,-9.2578125,100.0
5714,WF1,2018-12-25 03:00:00,0.866,-10.84,281.5,-1.555,-13.44,281.2,-1.3545,-9.586,281.5,0.1516,-10.375,281.8,0.76,-8.82,281.8,0.818,-10.64,282.0,-0.3982,-8.086,281.5,-0.5293,-10.32,281.5,0.0788,-10.164,281.2,,,,,,,,,,0.8633,-10.85,2.557,-8.52,1.005,-8.81,0.0459,-9.08,0.905,-11.31,,,3.29,-11.6,282.0,0.9243,-9.5,281.5,0.2467,-9.055,281.8,-0.494,-7.035,281.8,-0.3013,-7.117,282.0,-0.2905,-6.56,282.2,-0.3188,-7.31,282.0,-0.2197,-7.38,281.8,0.3965,-7.992,281.8,,,,,,,,,,,,,2.4,-8.555,0.18,1.051,-7.72,100.0,0.651,-7.332,100.0,0.8174,-8.37,78.8,,,,0.07879638671875,-10.1640625,281.25,0.90478515625,-11.3125,0.396484375,-7.9921875,281.75,0.8173828125,-8.3671875,78.8125
5715,WF1,2018-12-25 04:00:00,-0.1021,-10.55,281.2,-2.74,-11.445,280.8,-0.8076,-9.43,281.2,-0.8403,-9.21,281.5,-1.0625,-10.31,281.5,-0.2167,-10.34,281.5,0.5654,-8.234,281.0,0.0731,-9.67,281.2,0.4844,-9.79,281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-7.535,-5.1e-06,0.979,-6.207,100.0,0.8774,-5.703,2.094,0.2964,-7.098,73.0,,,,0.484375,-9.7890625,281.0,,,,,,0.29638671875,-7.09765625,73.0
5716,WF1,2018-12-25 05:00:00,-0.5034,-9.76,280.8,-2.115,-12.0,280.2,-1.376,-9.85,281.0,-0.9966,-10.36,281.2,-1.896,-9.95,281.2,-0.6865,-9.77,281.0,0.1283,-8.27,280.8,-0.7827,-9.55,280.8,-0.5723,-9.68,280.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8213,-6.2,-5.1e-06,1.052,-4.953,5.438,1.271,-4.42,0.06256,0.4768,-5.887,-1.12e-05,,,,-0.572265625,-9.6796875,280.5,,,,,,0.476806640625,-5.88671875,-1.1205673217773438e-05
5717,WF1,2018-12-25 06:00:00,-1.714,-9.01,280.5,-1.815,-10.766,279.8,-3.123,-8.97,280.8,-1.57,-10.33,281.2,-1.338,-10.08,280.8,-1.303,-10.2,280.8,-1.035,-9.89,280.5,-0.9844,-10.78,280.5,-0.76,-9.69,280.2,-2.004,-9.44,280.2,,,,,,,-0.1663,-8.555,-0.9106,-8.336,-1.369,-7.98,-1.448,-7.215,-0.2659,-8.58,,,-0.3691,-7.703,281.5,-0.905,-6.52,281.5,-0.6694,-6.28,281.5,-1.135,-5.023,282.0,-0.937,-4.996,282.0,-0.925,-5.117,282.2,-0.4763,-4.766,282.0,-0.5,-5.46,281.5,-0.752,-5.887,281.5,0.02672,-5.75,281.5,,,,,,,,,,0.3179,-4.684,-5.1e-06,0.5674,-4.105,-1.97e-05,0.2554,-3.764,-1.24e-05,0.143,-4.43,-1.12e-05,,,,-2.00390625,-9.4375,280.25,-0.265869140625,-8.578125,0.0267181396484375,-5.75,281.5,0.1429443359375,-4.4296875,-1.1205673217773438e-05
5718,WF1,2018-12-25 07:00:00,-2.67,-8.72,280.0,-1.228,-10.945,279.5,-3.86,-6.73,280.5,-2.22,-9.68,280.8,-1.606,-10.35,280.5,-1.174,-10.74,280.5,-1.739,-9.93,280.2,-1.781,-11.23,280.2,-2.117,-11.086,280.0,-2.588,-10.86,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1549,-3.742,-5.1e-06,-0.2817,-3.643,-1.97e-05,-0.329,-3.305,-1.24e-05,-0.3438,-3.307,6.965,,,,-2.587890625,-10.859375,280.0,,,,,,-0.34375,-3.306640625,6.96484375
5719,WF1,2018-12-25 08:00:00,-2.617,-9.18,279.8,-1.141,-9.55,279.5,-4.82,-8.84,280.5,-2.348,-8.99,280.2,-2.254,-9.66,280.5,-1.344,-9.6,280.2,-2.64,-9.67,280.0,-2.164,-9.9,280.0,-1.907,-9.45,279.8,-2.217,-10.21,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0736,-3.734,-5.1e-06,0.0761,-2.908,-1.97e-05,-0.541,-3.166,-1.24e-05,-0.4663,-3.393,-1.12e-05,,,,-2.216796875,-10.2109375,280.0,,,,,,-0.46630859375,-3.392578125,-1.1205673217773438e-05
5720,WF1,2018-12-25 09:00:00,-2.438,-9.39,280.0,-0.8286,-9.36,279.8,-3.86,-8.086,280.8,-1.874,-8.59,280.5,-2.16,-7.965,280.5,-1.057,-9.586,280.2,-1.901,-7.734,280.2,-1.83,-8.77,280.2,-2.148,-8.01,280.0,-1.907,-8.23,280.2,,,,,,,-0.93,-5.633,-0.7075,-6.906,-1.029,-6.59,-0.739,-6.324,-1.754,-6.3,,,-1.345,-4.246,282.2,-0.009834,-4.76,281.8,0.1437,-4.906,281.5,0.06033,-4.58,282.0,0.4375,-4.58,282.0,0.1158,-4.215,282.2,0.1296,-4.02,282.0,-0.000813,-4.297,281.8,-0.4707,-4.246,282.0,-0.2659,-5.215,281.8,,,,,,,,,,-0.01529,-3.244,-5.1e-06,-0.609,-3.174,-1.97e-05,-0.484,-3.416,-1.24e-05,-0.6436,-3.533,-1.12e-05,,,,-1.9072265625,-8.2265625,280.25,-1.75390625,-6.30078125,-0.265869140625,-5.21484375,281.75,-0.6435546875,-3.533203125,-1.1205673217773438e-05
